BrandName,Deatils,Sizes,Womens_Category,MRP_,Discount_percent,SellPrice_
only,solid cotton v neck womens top - pink,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1999.0,30.0,1399.0
life,womens knitted casual socks - pink,Free Size,Westernwear,2008.5116138398257,50.0,99.0
crimsoune club,womens white polka dot printed parallel trousers - black,"Size:Large,Medium,Small,X-Large",Westernwear,1999.0,50.0,999.0
madame,solid cotton round neck womens regular top - dusty pink,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,2008.5116138398257,40.0,999.0
cover story,solid cotton spandex round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1290.0,30.0,903.0
crimsoune club,printed y neck lyocell womens jumpsuits - pink,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,1999.0,40.0,1199.0
stop,printed polyester regular neck womens top - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,2008.5116138398257,50.0,899.0
samshek,solid half sleeves crepe womens mid thigh jumpsuit - yellow,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",Westernwear,2490.0,20.0,1992.0
crimsoune club,stripes collared cotton blend womens jumpsuits - blue,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,1899.0,50.0,949.0
sera,solid round neck polyester womens regular dress - blue,"Size:Large,Medium,Small,X-Large",Westernwear,1998.0,60.0,799.0
vero moda,printed relaxed cotton womens casual wear pants - white,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,2999.0,40.0,1799.0
faballey,printed crepe boat neck womens tops - green,"Size:4X-Large,X-Large,XX-Large,XXX-Large",Westernwear,1800.0,50.0,900.0
lovegen,womens round neck graphic print t-shirt - blue,Size:Small,Westernwear,1099.0,60.0,439.0
and,solid polyester collar neck womens straight top - black,"Size:8,10,14,16,18",Westernwear,1899.0,20.0,1519.0
stop,printed viscose regular fit womens top - off white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,2008.5116138398257,50.0,1299.0
madame,womens round neck solid tie up top - red,"Size:Large,Medium,X-Large",Westernwear,1899.0,50.0,949.0
miss chase,womens skinny fit clean look jeans - navy,"Size:26,28,30,32,34",Westernwear,2008.5116138398257,50.0,2249.0
cover story,solid viscose rayon square women regular women top - pink,"Size:Medium,Small,X-Small",Westernwear,1490.0,54.0,690.0
and,solid tencel v- neck women regular tops - pink,"Size:8,10",Westernwear,1799.0,30.0,1259.0
latin quarters,dyed collared 100% rayon womens casual shirt - pink,"Size:XL,XX-Large",Westernwear,1299.0,50.0,649.0
sera,womens regular fit printed v neck wrap dress - white,Size:X-Large,Westernwear,1498.0,60.0,599.0
latin quarters,printed round neck polyester womens dress - maroon,"Size:S,M,L",Westernwear,1999.0,50.0,999.0
and,solid round neck womens workwear dress - black,Size:8,Westernwear,2899.0,50.0,1449.0
van heusen,solid cotton round neck womens regular fit top - off white,"Size:Large,Medium",Westernwear,1299.0,23.0,999.0
dolce crudo,womens savage blow boat neck t-shirt - black,"Size:Large,X-Small",Westernwear,1149.0,50.0,574.0
allen solly,solid round neck cotton womens regular fit dress - pink,Size:Large,Westernwear,2499.0,40.0,1499.0
allen solly,printed polyester keyhole womens top - navy,Size:X-Small,Westernwear,2008.5116138398257,40.0,1499.0
iti,solid georgette mandarin womens casual shirt - blue,"Size:Medium,X-Small",Westernwear,2008.5116138398257,68.0,1599.0
kraus,solid collared neck cotton blend womens casual jacket - black,Size:Small,Westernwear,2095.0,50.0,1047.0
faballey,regular fit regular length polyester blend womens jeggings - black,Size:Medium,Westernwear,2200.0,20.0,1760.0
magre,solid polyester blend regular fit womens casual pants - black,Size:Large,Westernwear,2290.0,40.0,1374.0
is.u,womens pink wrap neck dress - pink,"Size:Large,Medium,Small",Westernwear,2790.0,50.0,1395.0
and,solid cotton choker neck womens a-line top - black,"Size:8,10",Westernwear,1299.0,30.0,909.0
and,printed floral rayon round neck womens cropped top - multi,Size:10,Westernwear,1699.0,30.0,1189.0
and,solid womens workwear trousers - navy,"Size:30,32,34",Westernwear,2008.5116138398257,30.0,1899.0
and,solid round neck polyester womens a-line top - black,"Size:8,10,12,14",Westernwear,2199.0,20.0,1759.0
zink london,checks polyester round neck women's top - lime green,"Size:Small,X-Small",Westernwear,1499.0,60.0,599.0
and,solid tapered fit polyester womens workwear pants - navy,Size:26,Westernwear,2599.0,50.0,1299.0
faballey,solid v neck crepe womens regular dresses - orange,Size:Small,Westernwear,1950.0,50.0,975.0
magre,solid polyester blend regular fit womens casual pants - black,"Size:Large,Small",Westernwear,2490.0,40.0,1494.0
latin quarters,solid shirt collar nylon womens regular dress - pink,Size:S,Westernwear,1999.0,60.0,799.0
kraus,slim fit mid thigh cotton blend womens casual shorts - black,Size:36,Westernwear,1295.0,50.0,647.0
and,solid v-neck viscose womens shift dress - yellow,"Size:8,10,12,14",Westernwear,2699.0,50.0,1349.0
iti,womens maroon pleated shirt maxi - red,Size:X-Large,Westernwear,2008.5116138398257,68.0,2499.0
crimsoune club,printed spread collar cotton spandex womens casual shirt - navy,"Size:Large,Medium",Westernwear,1299.0,40.0,779.0
crimsoune club,printed round neck lyocell womens jumpsuits - navy,"Size:Large,X-Large,XX-Large",Westernwear,1999.0,30.0,1399.0
sera,womens regular fit solid high neck top - navy,Size:X-Large,Westernwear,1094.0,50.0,547.0
and,solid round neck linen womens knee length dress - yellow,"Size:8,10",Westernwear,3799.0,50.0,1899.0
and,solid polyester v neck womens flared dress - navy,Size:10,Westernwear,2499.0,35.0,1624.0
faballey,solid halter neck georgette womens regular top - purple,Size:Medium,Westernwear,1300.0,50.0,650.0
and,striped polyester round neck women's formal wear dress - black,Size:10,Westernwear,1999.0,50.0,999.0
and,womens regular fit floral top - marine green,Size:8,Westernwear,1499.0,50.0,749.0
and,floral square neck polyester womens dress - lemon,"Size:8,14,16,18",Westernwear,2899.0,50.0,1449.0
latin quarters,printed polyester round neck womens blouse - maroon,"Size:S,M",Westernwear,1499.0,50.0,749.0
zink london,printed polyester square neck womens tops - white,"Size:Large,X-Large",Westernwear,1599.0,60.0,639.0
latin quarters,printed v-neck rayon blend womens a-line dress - black,"Size:S,M,L,XL",Westernwear,1999.0,50.0,999.0
latin quarters,dyed rayon blend round neck womens regular top - pink,Size:X-Small,Westernwear,1350.0,63.0,499.0
and,solid v- neck polyester women flared gown - wine,"Size:8,10,12",Westernwear,4499.0,35.0,2924.0
and,solid viscose collar neck women regular top - blue mix light,Size:8,Westernwear,1899.0,30.0,1329.0
marie claire,self design round neck polyester womens casual dress - red,Size:Small,Westernwear,1999.0,50.0,999.0
rare,polka dots round neck rayon womens a-line dress - black,"Size:Medium,Small",Westernwear,1999.0,55.0,899.0
marie claire,regular fit calf length rayon womens casual skirt - black,Size:30,Westernwear,1899.0,50.0,949.0
and,solid tencel collar neck women regular top - magenta,Size:8,Westernwear,1799.0,30.0,1259.0
magre,solid satin round neck womens top - lavender,"Size:Large,Medium,Small,X-Small",Westernwear,1790.0,35.0,1163.0
samshek,solid crepe collar neck womens party wear shirt - black,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",Westernwear,1890.0,10.0,1701.0
vero moda,solid polyester round neck womens top - brown,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,2999.0,30.0,2099.0
dolce crudo,womens girl boss round neck twill t-shirt - white,"Size:Large,X-Small",Westernwear,1249.0,50.0,624.0
and,solid 3/4th sleeves womens regular fit jumpsuit - blue,"Size:8,14",Westernwear,2699.0,30.0,1889.0
adidas,printed polyester fitted womens casual tights - grey,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,3299.0,30.0,2309.0
crimsoune club,womens black striped parallel trousers - black,"Size:Large,Medium,Small,X-Large",Westernwear,1999.0,60.0,799.0
adidas,printed nylon round neck womens dress - black,"Size:116,128,140,SIZE_152,SIZE_164",Westernwear,1999.0,50.0,999.0
kraus,skinny fit ankle length cotton blend womens jeans - black,Size:28,Westernwear,1695.0,50.0,847.0
crimsoune club,womens blue solid shorts - blue,"Size:30,32,34,36",Westernwear,1699.0,40.0,1019.0
sera,floral sweetheart neck rayon blend womens a-line dress - black,"Size:Medium,X-Large",Westernwear,1898.0,55.0,854.0
adidas,printed cotton fitted womens casual tights - blue,"Size:Large,Medium,X-Small",Westernwear,1799.0,30.0,1259.0
infuse,regular fit regular length viscose womens casual skirt - pink,"Size:26,28,30,32",Westernwear,1699.0,70.0,509.0
zink london,solid round neck polyester womens midi dress - black,"Size:Large,Medium,Small,X-Large",Westernwear,2499.0,20.0,1999.0
proline,polyester regular fit womens leggings - blue,"Size:Large,Medium,Small,X-Large",Westernwear,1199.0,30.0,839.0
campus sutra,womens knit regular fit shirt - grey,"Size:Large,Medium,Small,X-Large",Westernwear,2008.5116138398257,0.0,1399.0
emblaze,womens black front zip cropped top - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,2008.5116138398257,0.0,2800.0
spykar,printed viscose spread collar womens casual wear shirt - brown,"Size:Large,Medium,Small,X-Large",Westernwear,1999.0,30.0,1399.0
faballey,solid crepe square neck womens ruffle dress - pink,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1800.0,50.0,900.0
enamor,cotton lycra womens t-shirt - merc black,"Size:XL,Large,Medium,Small",Westernwear,2008.5116138398257,50.0,799.0
vero moda,solid polyester off shoulder womens  tops - green,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1999.0,40.0,1199.0
emblaze,solid satin round neck womens straight top - rust,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,2008.5116138398257,0.0,3000.0
crimsoune club,womens yellow colorblock top - yellow,"Size:Large,Medium,Small,X-Large",Westernwear,1299.0,30.0,909.0
fila,cotton round neck womens top - black,"Size:Large,Medium,X-Large",Westernwear,2008.5116138398257,0.0,1299.0
kraus,solid cotton blend slim womens casual shorts - black,Size:34,Westernwear,1295.0,50.0,647.0
only,solid polyester collar neck womens t-shirt - orange,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,2299.0,30.0,1609.0
infuse,solid cotton round neck womens regular fit t-shirt - pack of 2 - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,699.0,40.0,419.0
faballey,printed cotton square neck womens dress - white,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,2200.0,20.0,1760.0
and,self design nylon round neck womens woven top - yellow,"Size:8,10",Westernwear,1999.0,30.0,1399.0
vero moda,printed polyester round neck womens casual jacket - green,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,3999.0,50.0,1999.0
global desi,floral half sleeves viscose womens full length jumpsuit - pink,"Size:Medium,X-Small",Westernwear,2499.0,50.0,1249.0
life,womens knitted casual socks - peach,Free Size,Westernwear,2008.5116138398257,50.0,99.0
reebok,solid slim fit polyester womens athleisure track pants - green,"Size:Large,Medium,Small,X-Small",Westernwear,3299.0,50.0,1649.0
cover story,printed cotton blend round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,2008.5116138398257,40.0,890.0
zink london,solid v neck acrylic womens sweaters - orange,"Size:Large,Medium,Small,X-Large",Westernwear,2499.0,60.0,999.0
vero moda,textured viscose off shoulder womens  tops - white,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1599.0,40.0,959.0
puma,printed cotton round neck womens athleisure top - orange,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1999.0,30.0,1399.0
and,womens regular fit floral top - red mix,Size:8,Westernwear,1799.0,50.0,899.0
crimsoune club,regular ankle length cotton blend womens jeans - blue,"Size:26,28,30,32,34,36,38",Westernwear,2299.0,10.0,2069.0
vero moda,regular fit polyester blend womens jeans - blue,"Size:25,26,27,28,29,30,31,32,33,34",Westernwear,3499.0,20.0,2799.0
only,skinny fit ankle length cotton polyester womens jeans - blue,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,4299.0,20.0,3439.0
109f,womens cold shoulder sleeves self pattern top - birch,"Size:Large,Small,X-Large,XX-Large",Westernwear,2299.0,60.0,919.0
is.u,womens grey side button knit top - grey,"Size:Large,X-Large",Westernwear,2190.0,65.0,766.0
latin quarters,dyed off shoulder polyester womens regular dress - purple,"Size:S,M,X-Small",Westernwear,2399.0,50.0,1199.0
soie,soft cotton regular fit womens sleep t-shirt - green,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,590.0,25.0,442.0
vero moda,solid polyester v neck womens  tops - brown,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,2599.0,40.0,1559.0
van heusen,polyester regular fit womens active wear joggers - maroon,"Size:Large,Medium,Small,X-Large",Westernwear,2008.5116138398257,41.0,1299.0
faballey,solid crepe v neck womens wrap dress - green,"Size:Large,Medium,Small,X-Large",Westernwear,1950.0,50.0,975.0
allen solly,printed regular fit rayon womens formal wear trousers - navy,"Size:26,28,30,32,34,36",Westernwear,1799.0,40.0,1079.0
sera,womens printed mid-rise regular shorts - burgundy,"Size:Large,Medium,Small,X-Large",Westernwear,1094.0,60.0,437.0
zink london,solid viscose blend round neck womens dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,1999.0,40.0,1199.0
emblaze,womens satin cropped top with puff sleeve - bronze,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,2008.5116138398257,0.0,3000.0
samshek,solid collar neck crepe womens straight dress - yellow,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",Westernwear,1990.0,20.0,1592.0
vero moda,stripes boat neck viscose womens top - purple,"Size:Small,X-Small",Westernwear,2799.0,20.0,2239.0
gipsy,womens round neck embroidered top - blue,"Size:Large,Medium,Small",Westernwear,2008.5116138398257,30.0,1695.0
crimsoune club,womens slim fit solid top - natural,Size:Medium,Westernwear,1299.0,20.0,1039.0
proline,cotton round neck womens t-shirt - orange,"Size:Large,Medium,Small,X-Large",Westernwear,899.0,50.0,449.0
puma,polyester round neck womens athleisure top - blue,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1799.0,30.0,1259.0
kraus,solid lyocell off shoulder womens regular top - blue,"Size:Large,Medium,Small",Westernwear,1199.0,30.0,839.0
global desi,floral 3/4 sleeves cotton womens regular jumpsuit - blue,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Westernwear,5299.0,20.0,4239.0
campus sutra,printed cotton round neck womens top - pink,"Size:Medium,Small,X-Large",Westernwear,2008.5116138398257,0.0,999.0
sweet dreams,printed half sleeves cotton womens above knee jumpsuit - pink,"Size:Large,Small,X-Large",Westernwear,1449.0,30.0,1014.0
stop,skinny fit ankle length nr roma womens treggings - charcoal,"Size:26,28,30,32,34,36",Westernwear,2008.5116138398257,50.0,1299.0
latin quarters,dyed round neck polyester womens regular dress - pink,Size:S,Westernwear,2799.0,50.0,1399.0
spykar,regular fit regular polyester cotton womens jeans - blue,"Size:26,28,30,32,34,36",Westernwear,2799.0,30.0,1959.0
only,loose fit midi length cotton womens jeans - blue,"Size:28,29,30,31",Westernwear,4299.0,20.0,3439.0
crimsoune club,stripes y neck polyester womens dresses - white,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Westernwear,2499.0,60.0,999.0
jealous 21,solid round neck viscose womens regular top - mint,"Size:Large,Medium,Small,X-Large",Westernwear,2008.5116138398257,0.0,899.0
proline,polyester regular fit womens leggings - grey,"Size:Large,Medium,Small,X-Large",Westernwear,1199.0,30.0,839.0
vero moda,textured cotton off shoulder womens top - gold,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,3499.0,20.0,2799.0
and,solid v- neck polyester women flared gown - sage,"Size:8,10,12",Westernwear,4299.0,20.0,3439.0
enamor,textured round neck cotton blend womens thermal - black,"Size:Large,Medium,Small",Westernwear,2008.5116138398257,50.0,899.0
global desi,womens regular fit geometric trousers - peach,"Size:Medium,Small",Westernwear,1299.0,60.0,519.0
spykar,printed cotton round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large",Westernwear,1099.0,30.0,769.0
